CustomerKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
28283,RACHEL,LONG,1/11/1960,S,F,"$80,000 ",5,Partial College,Professional,N
28284,BAILEY,KELLY,3/5/1960,S,F,"$80,000 ",5,Partial College,Professional,Y
28285,SAVANNAH,KING,2/27/1960,M,F,"$100,000 ",3,Partial College,Professional,Y
28287,LAUREN,BENNETT,5/16/1960,M,F,"$110,000 ",3,Partial College,Professional,Y
28288,MARCO,SRINI,9/1/1960,S,M,"$110,000 ",3,Partial College,Professional,Y
28289,JACK,GONZALES,9/20/1960,S,M,"$160,000 ",1,Partial College,Professional,N
28290,IAN,BROOKS,4/15/1954,S,M,"$70,000 ",2,Partial High School,Skilled Manual,N
28291,DAVID,MILLER,4/21/1954,S,M,"$70,000 ",3,Partial High School,Skilled Manual,N
28292,ALEXANDRA,SMITH,11/7/1954,S,F,"$70,000 ",3,Partial High School,Skilled Manual,Y
28293,SHELBY,COX,2/15/1954,S,F,"$60,000 ",2,Partial High School,Skilled Manual,N
28294,ALEXIS,JENKINS,8/4/1954,S,F,"$60,000 ",2,Partial High School,Skilled Manual,Y
28295,WYATT,COLLINS,2/21/1954,M,M,"$60,000 ",2,Partial High School,Skilled Manual,N
28296,THOMAS,BUTLER,9/16/1953,S,M,"$70,000 ",3,Graduate Degree,Management,N
28297,GABRIELLE,EDWARDS,3/23/1953,S,F,"$70,000 ",3,Graduate Degree,Management,N
28298,MARIA,EDWARDS,8/22/1953,M,F,"$70,000 ",3,Graduate Degree,Management,Y
28299,JONATHAN,SHAN,6/28/1951,S,M,"$40,000 ",3,Partial College,Professional,N
28300,ABIGAIL,BENNETT,11/23/1949,S,F,"$30,000 ",4,High School,Professional,Y
28301,JASMINE,LONG,8/27/1949,S,F,"$30,000 ",4,High School,Professional,N
28302,CAROLINE,HUGHES,2/20/1949,M,F,"$30,000 ",4,High School,Professional,Y
28303,JUSTIN,LEWIS,11/27/1964,S,M,"$60,000 ",3,Bachelors,Professional,Y
28304,COLLEEN,ZENG,2/16/1964,M,F,"$60,000 ",4,Bachelors,Professional,Y
28305,PATRICIA,LOPEZ,8/7/1964,S,F,"$60,000 ",4,Bachelors,Professional,Y
28306,ELIZABETH,POWELL,6/1/1963,M,F,"$60,000 ",5,Bachelors,Professional,Y
28307,MORGAN,GRAY,2/23/1963,M,F,"$60,000 ",3,Bachelors,Professional,Y
28308,HECTOR,SERRANO,10/7/1963,S,M,"$60,000 ",3,Bachelors,Professional,Y
28309,JULIE,LAL,4/7/1967,M,F,"$90,000 ",2,Bachelors,Professional,N
28310,ROSS,SANCHEZ,5/24/1967,M,M,"$90,000 ",4,Bachelors,Professional,N
28311,TERRY,RAJE,2/8/1967,S,M,"$100,000 ",0,Graduate Degree,Management,Y
28312,JOY,JIMENEZ,12/25/1962,S,F,"$60,000 ",1,Partial College,Skilled Manual,N
28313,BRETT,PEREZ,3/15/1962,S,M,"$60,000 ",1,Bachelors,Professional,Y
28314,DWAYNE,ROMERO,10/27/1962,S,M,"$60,000 ",1,Bachelors,Professional,Y
28315,STACY,ALONSO,10/5/1962,S,F,"$60,000 ",1,Bachelors,Professional,N
28316,JAIME,MARTIN,6/11/1962,M,F,"$60,000 ",1,Bachelors,Professional,N
28317,IVAN,WEBER,11/2/1961,M,M,"$60,000 ",1,Partial College,Skilled Manual,N
28318,GRACE,LEE,7/9/1961,M,F,"$60,000 ",1,Bachelors,Professional,N
28319,ASHLEE,SHE,5/15/1960,S,F,"$60,000 ",1,Partial College,Skilled Manual,N
28320,JANET,NAVARRO,11/19/1960,S,F,"$60,000 ",1,Partial College,Skilled Manual,Y
28321,ARTURO,WU,5/10/1960,M,M,"$60,000 ",1,Partial College,Skilled Manual,N
28322,WILLIE,CHEN,1/23/1964,S,M,"$70,000 ",0,Bachelors,Professional,N
28323,NATHAN,MOORE,6/2/1963,S,M,"$70,000 ",0,Bachelors,Professional,N
28324,JÉSUS,MARTIN,10/5/1962,M,M,"$60,000 ",1,Partial College,Skilled Manual,Y
28325,DREW,LAL,7/15/1961,S,M,"$60,000 ",1,Partial College,Skilled Manual,N
28326,CARLA,LOPEZ,11/5/1958,S,F,"$90,000 ",2,Bachelors,Professional,Y
28327,TABITHA,SERRANO,12/17/1957,S,F,"$70,000 ",1,Partial College,Skilled Manual,N
28328,KYLE,GREEN,4/22/1956,M,M,"$80,000 ",2,Partial College,Skilled Manual,Y
28329,MARCUS,WASHINGTON,11/6/1953,S,M,"$30,000 ",2,Partial College,Clerical,Y
28330,CHARLES,BAILEY,4/2/1976,M,M,"$30,000 ",0,High School,Skilled Manual,Y
28331,COLLEEN,BECK,8/5/1976,M,F,"$30,000 ",0,High School,Skilled Manual,N
28332,RYAN,WASHINGTON,6/6/1976,M,M,"$40,000 ",0,High School,Skilled Manual,Y
28333,JAIME,JIMENEZ,6/12/1980,M,F,"$30,000 ",0,High School,Skilled Manual,N
28334,MARCO,TANARA,11/17/1980,S,F,"$30,000 ",0,High School,Skilled Manual,Y
28335,REBEKAH,SRINI,9/22/1980,M,F,"$30,000 ",0,High School,Skilled Manual,N
28336,EDWARD,MARTIN,3/8/1980,M,M,"$40,000 ",0,High School,Skilled Manual,Y
28337,MELISSA,BENNETT,11/15/1980,M,F,"$40,000 ",0,High School,Skilled Manual,Y
28338,KRISTI,VANCE,3/5/1937,M,F,"$30,000 ",2,Partial College,Clerical,N
28339,SEAN,EDWARDS,7/22/1978,S,M,"$40,000 ",0,High School,Skilled Manual,N
28340,LUCAS,BUTLER,10/6/1978,S,M,"$40,000 ",0,High School,Skilled Manual,N
28341,JEREMY,WILSON,9/3/1978,S,M,"$40,000 ",0,High School,Skilled Manual,Y
28342,BRIANNA,MURPHY,1/15/1978,M,F,"$40,000 ",0,High School,Skilled Manual,Y
28343,SHELBY,MORGAN,12/7/1977,S,F,"$30,000 ",0,Partial High School,Clerical,N
28344,ALVIN,ZHU,10/23/1977,S,M,"$30,000 ",0,Partial High School,Clerical,N
28345,DIANA,SERRANO,12/24/1977,M,NA,"$40,000 ",0,High School,Skilled Manual,Y
28346,EDUARDO,RUSSELL,6/4/1979,S,M,"$30,000 ",0,Partial High School,Clerical,N
28347,LATOYA,ANAND,9/11/1979,S,F,"$40,000 ",0,High School,Skilled Manual,N
28348,NICHOLE,JAI,4/5/1939,S,F,"$40,000 ",2,Bachelors,Management,Y
28349,KRISTI,VAZQUEZ,2/21/1939,S,F,"$40,000 ",2,Bachelors,Management,N
28350,ALISHA,HOLT,3/23/1939,S,F,"$60,000 ",2,Graduate Degree,Management,N
28351,DONALD,RODRIGUEZ,7/13/1940,M,M,"$40,000 ",2,Bachelors,Management,Y
28352,MEGHAN,SANZ,6/9/1943,S,F,"$40,000 ",2,Bachelors,Management,N
28353,SUMMER,KAPOOR,1/14/1943,S,F,"$40,000 ",2,Bachelors,Management,N
28354,IAN,WILSON,6/22/1965,S,M,"$40,000 ",0,Bachelors,Professional,N
28355,CARLOS,JAMES,9/14/1965,S,M,"$40,000 ",0,Bachelors,Professional,Y
28356,BLAKE,GONZALEZ,3/1/1965,M,M,"$50,000 ",3,Bachelors,Skilled Manual,Y
28357,DANIELLE,HOWARD,2/10/1965,S,F,"$50,000 ",3,Bachelors,Skilled Manual,N
28358,AUSTIN,POWELL,6/2/1965,M,M,"$50,000 ",3,Bachelors,Skilled Manual,Y
28359,MADISON,ANDERSON,7/18/1965,M,F,"$50,000 ",3,Bachelors,Skilled Manual,Y
28360,ISAIAH,ADAMS,7/3/1965,M,M,"$50,000 ",4,Bachelors,Skilled Manual,Y
28361,KAYLA,WILSON,9/26/1965,M,F,"$60,000 ",0,Graduate Degree,Professional,N
28362,KAYLEE,SANCHEZ,5/13/1965,S,F,"$60,000 ",0,Graduate Degree,Professional,N
28363,SAVANNAH,TRAVERS,2/19/1965,S,F,"$60,000 ",0,Graduate Degree,Professional,N
28364,ALISON,NARA,9/2/1968,M,F,"$40,000 ",0,Graduate Degree,Clerical,Y
28365,STACEY,ZHAO,11/6/1968,M,F,"$40,000 ",0,Graduate Degree,Clerical,Y
28366,DALTON,RIVERA,5/14/1967,S,M,"$10,000 ",3,High School,Manual,Y
28367,JEROME,JOHNSEN,3/11/1967,S,M,"$20,000 ",1,Partial College,Manual,N
28368,FERNANDO,BUTLER,4/20/1967,S,M,"$20,000 ",1,Partial College,Manual,N
28369,CAROLYN,MORENO,11/9/1967,S,F,"$20,000 ",1,High School,Manual,Y
28370,EDDIE,GUTIERREZ,5/10/1967,S,M,"$30,000 ",1,Bachelors,Clerical,N
28371,MANDY,LIANG,5/14/1967,S,F,"$30,000 ",1,Bachelors,Clerical,N
28372,VINCENT,HU,11/14/1967,S,M,"$30,000 ",1,Bachelors,Clerical,N
28373,SHANE,LOPEZ,9/25/1966,S,M,"$10,000 ",4,Partial High School,Manual,N
28374,RUBEN,VANCE,2/15/1966,M,M,"$10,000 ",4,Partial High School,Manual,Y
28375,KATHLEEN,DIAZ,11/11/1966,S,F,"$20,000 ",1,High School,Manual,N
28376,EUGENE,CHEN,10/8/1967,S,M,"$40,000 ",0,Bachelors,Clerical,N
28377,WALTER,ORTEGA,7/4/1967,M,M,"$40,000 ",0,Bachelors,Clerical,N
28378,SARA,SANCHEZ,9/6/1966,S,F,"$20,000 ",2,High School,Manual,N
28380,LINDSAY,GOEL,2/4/1965,S,F,"$10,000 ",5,Partial High School,Manual,N
28381,CEDRIC,TANG,4/24/1965,S,M,"$20,000 ",2,High School,Manual,N
28382,ROBERTO,ORTEGA,10/3/1965,M,M,"$20,000 ",2,High School,Manual,Y
28383,LACEY,ZHOU,11/27/1965,S,F,"$20,000 ",2,High School,Manual,Y
28384,TAMARA,XIE,4/5/1965,M,F,"$30,000 ",1,Bachelors,Skilled Manual,Y
28385,CASSIE,DENG,3/19/1965,M,F,"$30,000 ",1,Bachelors,Skilled Manual,Y
28386,SERGIO,SUBRAM,3/20/1964,M,M,"$10,000 ",5,Partial High School,Manual,Y
28387,ROBERTO,ALVAREZ,3/9/1964,M,M,"$10,000 ",5,Partial High School,Manual,Y
28388,SHEILA,ROWE,10/2/1964,S,F,"$10,000 ",3,Partial High School,Manual,Y
28389,RACHAEL,MARTINEZ,12/18/1964,S,F,"$20,000 ",3,High School,Manual,N
28390,FREDERICK,SURI,4/2/1964,S,M,"$20,000 ",3,High School,Manual,N
28391,MONIQUE,JIMENEZ,9/17/1964,M,F,"$30,000 ",1,Bachelors,Skilled Manual,N
28392,LUKE,GREEN,6/20/1933,M,M,"$30,000 ",1,Bachelors,Skilled Manual,Y
28393,RAMON,ZHENG,7/7/1966,S,M,"$40,000 ",0,Bachelors,Professional,Y
28394,ALISHA,ZHANG,4/3/1966,M,F,"$40,000 ",0,Bachelors,Professional,N
28395,SHANNON,DOMINGUEZ,12/28/1966,S,M,"$40,000 ",0,Bachelors,Professional,N
28396,REBEKAH,MUNOZ,8/20/1966,S,F,"$40,000 ",0,Bachelors,Professional,Y
28397,CYNTHIA,RANA,11/6/1966,M,F,"$40,000 ",0,Bachelors,Professional,N
28398,SHAWN,LAL,2/5/1963,S,M,"$30,000 ",2,Partial College,Clerical,N
28399,DALE,DENG,7/19/1963,M,M,"$30,000 ",2,Partial College,Clerical,Y
28400,CEDRIC,ANAND,2/23/1963,S,M,"$30,000 ",2,Partial College,Clerical,Y
28401,MARIA,ALEXANDER,12/4/1965,S,F,"$30,000 ",2,Partial College,Clerical,Y
28402,KRISTIN,KUMAR,5/26/1965,S,F,"$30,000 ",2,Partial College,Clerical,N
28403,JACLYN,SHARMA,9/17/1965,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y
28404,WHITNEY,RAMAN,5/13/1964,M,F,"$30,000 ",2,Partial College,Clerical,Y
28405,ERICK,MALHOTRA,10/4/1964,M,M,"$40,000 ",1,Bachelors,Skilled Manual,Y
28406,GERALD,SRINI,3/23/1963,M,M,"$30,000 ",2,Partial College,Clerical,Y
28407,EMMA,MILLER,10/28/1963,S,F,"$30,000 ",3,Partial College,Clerical,N
28408,TASHA,LAL,10/12/1978,S,F,"$20,000 ",0,High School,Manual,N
28409,BONNIE,RAI,9/15/1977,M,F,"$20,000 ",0,High School,Manual,N
28410,CHERYL,GILL,4/21/1977,M,F,"$20,000 ",0,High School,Manual,N
28411,JAY,RODRIGUEZ,6/16/1977,S,M,"$20,000 ",0,High School,Manual,Y
28412,WALTER,VAZQUEZ,8/8/1977,S,M,"$20,000 ",0,High School,Manual,N
28413,DALTON,MARTINEZ,3/12/1976,M,M,"$10,000 ",0,Partial High School,Manual,Y
28414,BRADLEY,LUO,6/20/1978,S,M,"$30,000 ",3,Partial College,Clerical,N
28415,MELISSA,ROGERS,12/20/1963,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y
28416,ROGER,BLACK,12/20/1963,M,M,"$40,000 ",1,Bachelors,Skilled Manual,Y
28417,ASHLEE,LAL,8/18/1962,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y
28418,KELLI,ZHU,2/24/1962,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y
28419,CHERYL,SUAREZ,2/14/1962,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y
28420,TRACY,CHAPMAN,9/10/1962,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y
28421,MONICA,GONZALEZ,8/15/1978,S,F,"$30,000 ",3,Partial College,Clerical,N
28422,JOY,MOYER,7/6/1977,S,F,"$30,000 ",5,Partial College,Clerical,N
28423,VICTOR,ORTEGA,11/22/1977,S,M,"$30,000 ",0,Partial College,Clerical,N
28424,NEIL,ROMERO,1/20/1977,S,NA,"$30,000 ",0,Partial College,Clerical,N
28425,GILBERT,NARA,9/21/1977,S,M,"$30,000 ",0,Partial College,Clerical,Y
28426,MELVIN,XIE,8/18/1977,S,M,"$30,000 ",0,Partial College,Clerical,N
28427,YOLANDA,DENG,4/10/1977,S,F,"$30,000 ",0,Partial College,Clerical,N
28428,EBONY,ALVAREZ,6/9/1977,S,F,"$30,000 ",0,Partial College,Clerical,Y
28429,DEVIN,BELL,7/9/1976,S,M,"$20,000 ",0,High School,Manual,N
28430,ARMANDO,SUAREZ,6/2/1975,M,M,"$10,000 ",0,Partial High School,Manual,Y
28431,TYRONE,SANZ,11/23/1975,M,M,"$10,000 ",0,Partial High School,Manual,N
28432,BRUCE,CARLSON,6/24/1975,S,M,"$20,000 ",0,High School,Manual,N
28433,DEBORAH,SHEN,5/25/1976,S,F,"$20,000 ",0,High School,Manual,N
28434,BRIAN,LAUER,2/2/1976,S,M,"$30,000 ",0,Partial College,Clerical,Y
28435,EDWIN,LIU,4/11/1976,M,M,"$30,000 ",0,Partial College,Clerical,N
28436,DERRICK,CARLSON,6/1/1976,S,M,"$30,000 ",0,Partial College,Clerical,N
28437,MARY,SMITH,5/14/1976,S,F,"$30,000 ",0,Partial College,Clerical,Y
28438,HEIDI,SANCHEZ,7/2/1976,S,F,"$30,000 ",0,Partial College,Clerical,N
28439,OLIVIA,GRAY,11/12/1975,S,F,"$20,000 ",0,Partial High School,Manual,N
28440,ALLISON,RAMIREZ,6/5/1975,S,F,"$20,000 ",0,Partial High School,Manual,Y
28441,PETER,NATH,10/16/1974,S,M,"$10,000 ",0,Partial High School,Manual,N
28442,PHILLIP,PRASAD,5/11/1974,S,M,"$20,000 ",0,Partial High School,Manual,N
28443,ALFREDO,DOMINGUEZ,12/18/1975,S,M,"$30,000 ",0,Partial College,Clerical,N
28444,PEDRO,SAI,11/19/1975,S,M,"$30,000 ",0,Partial College,Clerical,N
28445,SHAUN,SHE,12/19/1975,S,M,"$30,000 ",0,Partial College,Clerical,N
28447,DALTON,WALKER,5/6/1973,S,M,"$10,000 ",0,Partial High School,Manual,Y
28448,KATHERINE,CAMPBELL,5/11/1973,M,F,"$10,000 ",0,Partial High School,Manual,Y
28449,JARRED,GILL,1/10/1970,M,M,"$10,000 ",0,Graduate Degree,Manual,Y
28450,NELSON,MARTIN,2/14/1962,S,M,"$10,000 ",1,Bachelors,Manual,N
28451,NICHOLE,CHANDER,8/4/1962,M,F,"$20,000 ",1,Graduate Degree,Manual,N
28452,ALEXANDRA,YOUNG,11/3/1961,S,F,"$10,000 ",1,Bachelors,Manual,N
28453,VALERIE,LIN,1/9/1961,M,F,"$10,000 ",1,Bachelors,Manual,Y
28454,SHAWNA,SIMPSON,5/9/1961,M,F,"$10,000 ",1,Bachelors,Manual,Y
28455,RAYMOND,SARA,6/6/1961,M,M,"$10,000 ",1,Bachelors,Manual,N
28456,TODD,XU,6/21/1961,M,M,"$20,000 ",1,Graduate Degree,Clerical,Y
28457,BRUCE,GONZALEZ,10/1/1935,S,M,"$10,000 ",1,Graduate Degree,Clerical,N
28458,CASEY,SHE,6/9/1962,S,F,"$30,000 ",4,Graduate Degree,Clerical,Y
28459,DANA,MUÑOZ,5/14/1958,M,F,"$20,000 ",1,Graduate Degree,Clerical,N
28460,NATHAN,POWELL,6/4/1958,M,M,"$20,000 ",1,Bachelors,Manual,Y
28461,JOE,DOMINGUEZ,9/17/1957,M,M,"$10,000 ",1,Partial College,Manual,Y
28462,KENDRA,SERRANO,3/22/1957,M,F,"$10,000 ",1,Partial College,Manual,N
28463,EMMANUEL,ARUN,6/13/1957,S,M,"$10,000 ",1,Partial College,Manual,Y
28464,EDDIE,HERNANDEZ,5/11/1956,M,M,"$10,000 ",2,Partial College,Manual,Y
28465,WENDY,SERRANO,9/17/1956,M,F,"$20,000 ",1,Bachelors,Clerical,Y
28466,MARCO,CHANDRA,9/21/1956,S,M,"$20,000 ",1,Bachelors,Clerical,Y
28467,TASHA,TANG,2/12/1955,M,F,"$10,000 ",2,Partial College,Manual,Y
28468,MELODY,HARRISON,3/1/1955,M,F,"$10,000 ",2,Partial College,Manual,Y
28469,MORGAN,GREEN,4/4/1955,M,F,"$10,000 ",2,Partial College,Manual,Y
28470,TAMARA,TANG,2/19/1954,M,F,"$10,000 ",2,Partial College,Manual,N
28471,PHILLIP,SULLIVAN,8/24/1954,S,M,"$10,000 ",2,Partial College,Manual,N
28472,KELLIE,RAMOS,7/14/1938,M,F,"$20,000 ",1,Bachelors,Clerical,Y
28473,BRUCE,RODRIGUEZ,10/24/1939,S,M,"$20,000 ",1,Bachelors,Clerical,N
28474,TERRENCE,NARA,7/22/1940,S,M,"$20,000 ",1,Bachelors,Clerical,Y
28475,BRUCE,RAMOS,6/11/1941,S,M,"$10,000 ",2,Partial College,Manual,N
28476,BRADLEY,XIE,10/12/1941,S,M,"$10,000 ",2,Partial College,Manual,N
28477,KENNETH,TANG,9/3/1941,M,M,"$30,000 ",1,Bachelors,Clerical,Y
28478,RILEY,LONG,10/16/1943,S,F,"$10,000 ",3,Partial College,Manual,Y
28479,MARVIN,GOMEZ,6/7/1980,S,M,"$10,000 ",0,Partial College,Manual,N
28480,ARTHUR,VAZQUEZ,8/28/1980,S,M,"$10,000 ",0,Partial College,Manual,Y
28481,KRISTINE,MORENO,1/15/1979,M,F,"$10,000 ",0,Partial College,Manual,Y
28482,JAIME,SHE,2/6/1978,S,M,"$10,000 ",0,Partial College,Manual,N
28483,TARA,RAJE,4/24/1976,S,F,"$10,000 ",1,High School,Manual,Y
28484,HAROLD,RAMAN,9/13/1979,M,M,"$20,000 ",0,Bachelors,Clerical,N
28485,BIANCA,WU,2/2/1978,S,F,"$20,000 ",0,Bachelors,Clerical,Y
28486,REBEKAH,CHANDRA,10/8/1978,M,F,"$20,000 ",0,Bachelors,Clerical,N
28487,GERALD,GILL,10/3/1978,S,M,"$20,000 ",0,Bachelors,Clerical,Y
28488,REGINALD,TRAVERS,11/6/1977,S,M,"$20,000 ",0,Partial College,Manual,Y
28489,JEFFERY,ZHU,8/27/1943,S,M,"$20,000 ",2,Partial College,Manual,N
28490,KRISTA,RAMOS,9/21/1943,S,F,"$20,000 ",2,Partial College,Manual,N
28491,CASSIE,JAI,4/22/1961,S,F,"$20,000 ",1,Partial College,Manual,N
28492,BETHANY,TANG,5/7/1961,M,F,"$30,000 ",4,Graduate Degree,Clerical,N
28493,MORGAN,WILSON,11/21/1961,M,F,"$30,000 ",4,Graduate Degree,Clerical,Y
28494,ROSS,MARTINEZ,10/26/1961,S,M,"$30,000 ",4,Graduate Degree,Clerical,N
28495,CATHERINE,MORGAN,11/19/1960,S,F,"$10,000 ",1,High School,Manual,N
28496,ADAM,SHAN,8/8/1960,S,M,"$10,000 ",1,High School,Manual,Y
28497,ALVIN,YANG,9/11/1960,S,M,"$20,000 ",1,Partial College,Manual,N
28498,TABITHA,RUIZ,4/11/1959,S,F,"$10,000 ",1,High School,Manual,N
28499,LYDIA,SRINI,12/7/1959,S,F,"$20,000 ",2,Partial College,Manual,Y
28500,JERMAINE,GONZALEZ,11/16/1959,S,M,"$20,000 ",2,Partial College,Manual,N
28501,GERALD,PEREZ,9/4/1959,S,M,"$20,000 ",2,Partial College,Manual,N
28502,DOMINIQUE,JORDAN,10/11/1959,S,F,"$20,000 ",2,Partial College,Manual,N
28503,JAY,SANZ,10/9/1959,S,M,"$30,000 ",3,Graduate Degree,Clerical,Y
28504,REGINALD,GOMEZ,9/25/1958,S,M,"$20,000 ",2,Partial College,Manual,N
28505,BARBARA,XIE,3/8/1958,M,F,"$30,000 ",1,Graduate Degree,Clerical,N
28507,DEANNA,SURI,6/8/1959,M,F,"$30,000 ",3,Bachelors,Clerical,Y
28508,JAIME,ROMERO,10/17/1959,M,F,"$30,000 ",0,Bachelors,Clerical,Y
28509,AUDREY,DIAZ,2/19/1959,S,F,"$30,000 ",0,Bachelors,Clerical,Y
28510,GREGORY,ANDERSEN,3/23/1959,S,M,"$30,000 ",0,Bachelors,Clerical,Y
28511,CHASE,RIVERA,3/17/1970,S,M,"$20,000 ",0,Partial College,Manual,N
28512,DWAYNE,ALONSO,11/12/1970,S,M,"$20,000 ",0,Partial College,Manual,N
28513,MOLLY,FERNANDEZ,7/24/1970,M,F,"$20,000 ",0,Partial College,Manual,N
28514,LISA,CHEN,6/11/1969,S,F,"$10,000 ",2,High School,Manual,N
28515,TONY,LAL,12/27/1969,M,M,"$10,000 ",2,High School,Manual,Y
28516,VINCENT,LIN,4/13/1970,S,M,"$30,000 ",0,Bachelors,Clerical,N
28517,TROY,GONZALEZ,7/26/1969,S,M,"$20,000 ",0,Partial College,Manual,N
28518,TAMMY,SANCHEZ,11/17/1969,S,F,"$30,000 ",0,Bachelors,Clerical,N
28519,JÉSUS,RAMOS,10/15/1969,M,M,"$30,000 ",1,Bachelors,Clerical,Y
28520,SUSAN,LIANG,4/5/1969,M,F,"$40,000 ",0,Graduate Degree,Clerical,Y
28521,BRADLEY,TANG,9/15/1969,S,M,"$40,000 ",0,Graduate Degree,Clerical,N
28522,ROSA,MA,7/7/1969,M,F,"$60,000 ",0,Graduate Degree,Skilled Manual,Y
28523,CHARLES,JAMES,1/9/1969,S,M,"$60,000 ",0,Graduate Degree,Skilled Manual,Y
28524,PAULA,GILL,9/8/1969,M,F,"$60,000 ",0,Graduate Degree,Skilled Manual,Y
28525,DOMINIC,RODRIGUEZ,11/4/1952,S,M,"$20,000 ",2,Partial College,Manual,N
28526,LUKE,YANG,7/9/1953,S,M,"$10,000 ",2,High School,Manual,Y
28527,DWAYNE,RUBIO,6/21/1968,S,M,"$10,000 ",2,High School,Manual,N
28528,TASHA,CHANDE,6/19/1968,M,F,"$20,000 ",1,Partial College,Manual,N
28529,TARA,CHANDE,6/8/1968,S,F,"$20,000 ",1,Partial College,Manual,Y
28530,GAVIN,POWELL,9/15/1968,S,M,"$20,000 ",1,Partial College,Manual,N
28531,JARED,REED,11/6/1968,S,M,"$30,000 ",1,Bachelors,Clerical,N
28532,TONY,XIE,12/6/1968,M,M,"$30,000 ",1,Bachelors,Clerical,Y
28533,CLAYTON,SUN,4/12/1965,S,M,"$60,000 ",3,Bachelors,Professional,Y
28534,SABRINA,ROMERO,6/5/1965,M,F,"$60,000 ",3,Bachelors,Professional,N
28535,LESLIE,FERRIER,1/10/1968,S,F,"$70,000 ",0,Bachelors,Professional,Y
28536,MARTHA,GUO,2/15/1964,M,F,"$60,000 ",3,Bachelors,Professional,Y
28537,CHRISTIAN,HAYES,7/16/1926,S,M,"$50,000 ",1,Bachelors,Professional,N
28538,JEROME,SANZ,5/19/1973,S,M,"$10,000 ",0,Partial High School,Manual,N
28539,BARBARA,ZHOU,8/5/1973,S,F,"$10,000 ",0,Partial High School,Manual,N
28540,LEAH,ZHANG,11/26/1974,M,F,"$30,000 ",0,Partial College,Clerical,N
28541,ISABELLA,PEREZ,4/3/1974,S,F,"$30,000 ",0,Partial College,Clerical,N
28542,MARTHA,ZHAO,2/18/1974,S,F,"$30,000 ",0,Partial College,Clerical,Y
28543,ROGER,YE,9/10/1974,S,M,"$30,000 ",0,Partial College,Clerical,N
28544,NICOLAS,SHAN,4/18/1974,S,M,"$30,000 ",0,Partial College,Clerical,N
28545,MICHEAL,RAMOS,9/17/1980,M,M,"$20,000 ",0,Partial High School,Manual,Y
28546,ALISHA,XU,8/26/1980,M,F,"$20,000 ",0,Partial High School,Manual,Y
28547,APRIL,SHEN,7/12/1980,S,F,"$20,000 ",0,Partial High School,Manual,N
28548,KRISTA,ORTEGA,11/17/1980,S,F,"$20,000 ",0,Partial High School,Manual,N
28549,LYDIA,SUBRAM,7/25/1974,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y
28550,WAYNE,ANDERSEN,12/19/1972,S,M,"$10,000 ",0,Partial High School,Manual,Y
28551,WARREN,XU,12/12/1972,S,M,"$10,000 ",0,Partial High School,Manual,Y
28552,HOLLY,SUBRAM,10/14/1972,S,F,"$20,000 ",0,Partial High School,Manual,N
28553,SABRINA,SERRANO,1/22/1973,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y
28554,NATALIE,SANDERS,3/11/1973,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y
28555,MONIQUE,SERRANO,7/12/1973,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y
28556,ISABEL,GONZALES,6/20/1973,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y
28557,CASEY,ALVAREZ,11/14/1973,M,M,"$40,000 ",1,Bachelors,Skilled Manual,Y
28558,DAWN,STONE,1/3/1972,S,F,"$20,000 ",0,Partial High School,Manual,N
28559,BILLY,GUTIERREZ,7/27/1972,M,M,"$30,000 ",0,High School,Manual,N
28560,PEGGY,SMITH,4/6/1972,S,F,"$30,000 ",0,High School,Manual,Y
28561,CARLOS,KELLY,10/15/1971,S,M,"$10,000 ",0,Partial High School,Manual,N
28562,PHILLIP,MARTINEZ,7/10/1972,M,M,"$40,000 ",1,Bachelors,Skilled Manual,Y
28563,DENNIS,CAI,12/26/1972,S,M,"$40,000 ",1,Partial College,Clerical,Y
28564,ALISHA,DENG,9/10/1972,S,F,"$40,000 ",2,Partial College,Clerical,Y
28565,JAMES,ALLEN,9/14/1971,S,M,"$10,000 ",0,Partial High School,Manual,N
28566,COLIN,SUN,6/23/1971,S,M,"$20,000 ",0,Partial High School,Manual,N
28567,ANN,KAPOOR,12/23/1971,S,F,"$20,000 ",0,Partial High School,Manual,N
28568,DAISY,ALONSO,4/13/1970,M,F,"$40,000 ",2,Partial College,Clerical,Y
28569,DUSTIN,JAI,9/25/1971,M,M,"$40,000 ",2,Partial College,Clerical,Y
28570,JENNA,TURNER,12/24/1971,S,F,"$40,000 ",2,Partial College,Clerical,N
28571,ANNA,TORRES,10/12/1974,S,F,"$40,000 ",3,Partial College,Clerical,N
28572,JEFFERY,YE,1/2/1974,M,M,"$40,000 ",3,Partial College,Clerical,Y
28573,TYRONE,GILL,4/9/1974,S,M,"$40,000 ",3,Partial College,Clerical,Y
